"","guess1","guess2","guess3","truth1","truth2","truth3","code1","code2","code3","code4","code5","code6","game","id"
"660",5,1,2,1,6,5,1,1,1,1,27,1,8,4
"661",1,5,4,1,6,5,1,1,1,1,27,1,8,4
"662",1,5,3,1,6,5,1,1,1,1,27,1,8,4
"663",1,5,5,1,6,5,1,1,1,1,27,1,8,4
"664",1,6,5,1,6,5,1,1,1,1,27,1,8,4
"665",1,2,3,2,6,3,5,5,6,6,5,5,9,4
"666",4,3,2,2,6,3,5,5,6,6,5,5,9,4
"667",3,2,5,2,6,3,5,5,6,6,5,5,9,4
"668",2,3,3,2,6,3,5,5,6,6,5,5,9,4
"669",2,6,3,2,6,3,5,5,6,6,5,5,9,4
"670",1,1,1,1,5,1,15,5,5,1,5,1,10,4
"671",1,1,2,1,5,1,15,5,5,1,5,1,10,4
"672",3,1,1,1,5,1,15,5,5,1,5,1,10,4
"673",5,1,1,1,5,1,15,5,5,1,5,1,10,4
"674",1,5,1,1,5,1,15,5,5,1,5,1,10,4
"675",5,5,5,5,5,5,1,1,1,4,21,4,11,4
"676",1,1,1,1,3,1,21,1,4,4,1,1,12,4
"677",4,1,1,1,3,1,21,1,4,4,1,1,12,4
"678",3,1,1,1,3,1,21,1,4,4,1,1,12,4
"679",1,3,1,1,3,1,21,1,4,4,1,1,12,4
"680",3,3,3,4,3,3,4,1,21,4,1,1,13,4
"681",1,3,3,4,3,3,4,1,21,4,1,1,13,4
"682",4,3,3,4,3,3,4,1,21,4,1,1,13,4
"683",2,2,2,2,6,5,1,15,1,5,5,5,14,4
"684",6,2,4,2,6,5,1,15,1,5,5,5,14,4
"685",2,6,5,2,6,5,1,15,1,5,5,5,14,4
"686",1,1,1,4,1,1,15,1,5,5,1,5,15,4
"687",1,1,3,4,1,1,15,1,5,5,1,5,15,4
"688",4,1,1,4,1,1,15,1,5,5,1,5,15,4
"689",1,1,1,5,3,1,15,5,5,1,5,1,16,4
"690",5,1,3,5,3,1,15,5,5,1,5,1,16,4
"691",3,1,5,5,3,1,15,5,5,1,5,1,16,4
"692",5,3,1,5,3,1,15,5,5,1,5,1,16,4
"693",3,3,3,3,3,3,1,1,27,1,1,1,17,4
"694",3,3,3,3,3,3,1,1,21,4,1,4,18,4
"695",1,1,1,1,1,1,27,1,1,1,1,1,19,4
"696",3,3,3,3,3,3,1,1,27,1,1,1,20,4
"697",6,6,6,6,6,6,5,5,1,5,1,15,21,4
"698",2,2,2,2,4,2,1,27,1,1,1,1,22,4
"699",3,2,2,2,4,2,1,27,1,1,1,1,22,4
"700",2,4,2,2,4,2,1,27,1,1,1,1,22,4
"701",4,4,4,4,4,4,1,1,1,27,1,1,23,4
"702",1,1,1,1,1,1,21,1,4,1,1,4,24,4
"703",4,4,4,6,4,3,1,1,1,21,4,4,25,4
"704",4,5,6,6,4,3,1,1,1,21,4,4,25,4
"705",5,4,1,6,4,3,1,1,1,21,4,4,25,4
"706",6,4,2,6,4,3,1,1,1,21,4,4,25,4
"707",6,4,3,6,4,3,1,1,1,21,4,4,25,4
"708",4,4,4,1,4,4,5,5,1,15,1,5,26,4
"709",4,4,1,1,4,4,5,5,1,15,1,5,26,4
"710",1,4,4,1,4,4,5,5,1,15,1,5,26,4
"711",6,6,1,6,6,2,5,5,5,1,1,15,27,4
"712",6,6,6,6,6,2,5,5,5,1,1,15,27,4
"713",6,6,2,6,6,2,5,5,5,1,1,15,27,4
"714",2,2,2,5,3,5,1,15,5,1,5,5,28,4
"715",3,6,5,5,3,5,1,15,5,1,5,5,28,4
"716",3,6,3,5,3,5,1,15,5,1,5,5,28,4
"717",1,5,6,5,3,5,1,15,5,1,5,5,28,4
"718",5,3,5,5,3,5,1,15,5,1,5,5,28,4
"719",1,1,1,2,1,1,27,1,1,1,1,1,29,4
"720",1,1,3,2,1,1,27,1,1,1,1,1,29,4
"721",1,4,1,2,1,1,27,1,1,1,1,1,29,4
"722",2,1,1,2,1,1,27,1,1,1,1,1,29,4
"723",3,3,3,1,3,3,1,1,21,1,4,4,30,4
"724",3,3,5,1,3,3,1,1,21,1,4,4,30,4
"725",6,3,3,1,3,3,1,1,21,1,4,4,30,4
"726",5,3,3,1,3,3,1,1,21,1,4,4,30,4
"727",1,3,3,1,3,3,1,1,21,1,4,4,30,4
"728",6,6,6,5,5,6,1,1,4,1,4,21,31,4
"729",6,3,1,5,5,6,1,1,4,1,4,21,31,4
"730",5,6,4,5,5,6,1,1,4,1,4,21,31,4
"731",5,6,5,5,5,6,1,1,4,1,4,21,31,4
"732",5,5,6,5,5,6,1,1,4,1,4,21,31,4
"733",1,3,6,4,5,2,5,5,6,5,5,6,32,4
"734",2,4,5,4,5,2,5,5,6,5,5,6,32,4
"735",4,5,2,4,5,2,5,5,6,5,5,6,32,4
"736",1,1,1,1,2,1,21,4,1,1,4,1,33,4
"737",2,1,1,1,2,1,21,4,1,1,4,1,33,4
"738",1,1,2,1,2,1,21,4,1,1,4,1,33,4
"739",1,2,1,1,2,1,21,4,1,1,4,1,33,4
"740",1,1,1,1,1,1,27,1,1,1,1,1,34,4
"741",3,3,3,3,3,5,1,4,21,1,4,1,35,4
"742",2,3,3,3,3,5,1,4,21,1,4,1,35,4
"743",3,3,5,3,3,5,1,4,21,1,4,1,35,4
"744",2,3,5,4,1,2,6,5,5,5,6,5,36,4
"745",6,2,1,4,1,2,6,5,5,5,6,5,36,4
"746",1,4,2,4,1,2,6,5,5,5,6,5,36,4
"747",4,1,2,4,1,2,6,5,5,5,6,5,36,4
"1539",2,2,2,3,3,3,1,4,21,4,1,1,1,5
"1540",3,3,3,3,3,3,1,4,21,4,1,1,1,5
"1541",1,1,1,1,1,2,15,5,1,5,1,5,2,5
"1542",1,1,2,1,1,2,15,5,1,5,1,5,2,5
"1543",1,1,1,6,1,1,6,5,5,5,5,6,3,5
"1544",1,1,2,6,1,1,6,5,5,5,5,6,3,5
"1545",1,3,1,6,1,1,6,5,5,5,5,6,3,5
"1546",4,1,1,6,1,1,6,5,5,5,5,6,3,5
"1547",5,1,1,6,1,1,6,5,5,5,5,6,3,5
"1548",6,1,1,6,1,1,6,5,5,5,5,6,3,5
"1549",1,1,1,2,6,3,5,5,15,1,1,5,4,5
"1550",2,2,2,2,6,3,5,5,15,1,1,5,4,5
"1551",2,3,3,2,6,3,5,5,15,1,1,5,4,5
"1552",2,3,4,2,6,3,5,5,15,1,1,5,4,5
"1553",2,5,3,2,6,3,5,5,15,1,1,5,4,5
"1554",2,6,3,2,6,3,5,5,15,1,1,5,4,5
"1555",1,1,1,5,5,5,4,4,1,1,21,1,5,5
"1556",2,2,2,5,5,5,4,4,1,1,21,1,5,5
"1557",3,2,2,5,5,5,4,4,1,1,21,1,5,5
"1558",4,4,4,5,5,5,4,4,1,1,21,1,5,5
"1559",5,5,5,5,5,5,4,4,1,1,21,1,5,5
"1560",1,1,1,3,5,6,5,1,15,1,5,5,6,5
"1561",3,3,3,3,5,6,5,1,15,1,5,5,6,5
"1562",3,2,1,3,5,6,5,1,15,1,5,5,6,5
"1563",3,5,5,3,5,6,5,1,15,1,5,5,6,5
"1564",3,5,4,3,5,6,5,1,15,1,5,5,6,5
"1565",3,5,6,3,5,6,5,1,15,1,5,5,6,5
"1566",1,1,1,2,5,4,6,6,5,5,5,5,7,5
"1567",2,2,2,2,5,4,6,6,5,5,5,5,7,5
"1568",3,3,3,2,5,4,6,6,5,5,5,5,7,5
"1569",4,4,4,2,5,4,6,6,5,5,5,5,7,5
"1570",2,4,5,2,5,4,6,6,5,5,5,5,7,5
"1571",2,5,4,2,5,4,6,6,5,5,5,5,7,5
"1572",1,1,1,4,4,3,4,1,4,21,1,1,8,5
"1573",3,3,3,4,4,3,4,1,4,21,1,1,8,5
"1574",4,4,4,4,4,3,4,1,4,21,1,1,8,5
"1575",3,4,2,4,4,3,4,1,4,21,1,1,8,5
"1576",3,5,4,4,4,3,4,1,4,21,1,1,8,5
"1577",2,6,3,4,4,3,4,1,4,21,1,1,8,5
"1578",4,4,3,4,4,3,4,1,4,21,1,1,8,5
"1362",1,1,1,4,3,6,6,6,5,5,5,5,1,6
"1363",2,2,2,4,3,6,6,6,5,5,5,5,1,6
"1364",3,3,3,4,3,6,6,6,5,5,5,5,1,6
"1365",4,4,4,4,3,6,6,6,5,5,5,5,1,6
"1366",5,5,5,4,3,6,6,6,5,5,5,5,1,6
"1367",6,6,6,4,3,6,6,6,5,5,5,5,1,6
"1368",3,4,6,4,3,6,6,6,5,5,5,5,1,6
"1369",3,6,4,4,3,6,6,6,5,5,5,5,1,6
"1370",4,3,6,4,3,6,6,6,5,5,5,5,1,6
"1371",1,1,1,5,3,3,4,4,21,1,1,1,2,6
"1372",2,2,2,5,3,3,4,4,21,1,1,1,2,6
"1373",3,3,3,5,3,3,4,4,21,1,1,1,2,6
"1374",3,3,4,5,3,3,4,4,21,1,1,1,2,6
"1375",3,5,3,5,3,3,4,4,21,1,1,1,2,6
"1376",5,3,3,5,3,3,4,4,21,1,1,1,2,6
"1377",1,1,1,1,3,4,21,1,4,4,1,1,3,6
"1378",3,3,3,1,3,4,21,1,4,4,1,1,3,6
"1379",4,4,4,1,3,4,21,1,4,4,1,1,3,6
"1380",1,3,4,1,3,4,21,1,4,4,1,1,3,6
"1381",5,5,5,5,6,1,4,1,1,1,21,4,4,6
"1382",6,6,6,5,6,1,4,1,1,1,21,4,4,6
"1383",1,1,1,5,6,1,4,1,1,1,21,4,4,6
"1384",1,5,6,5,6,1,4,1,1,1,21,4,4,6
"1385",5,6,1,5,6,1,4,1,1,1,21,4,4,6
"1386",1,1,1,6,4,2,5,6,6,5,5,5,5,6
"1387",2,2,2,6,4,2,5,6,6,5,5,5,5,6
"1388",3,3,3,6,4,2,5,6,6,5,5,5,5,6
"1389",4,4,4,6,4,2,5,6,6,5,5,5,5,6
"1390",5,5,5,6,4,2,5,6,6,5,5,5,5,6
"1391",2,4,6,6,4,2,5,6,6,5,5,5,5,6
"1392",2,6,4,6,4,2,5,6,6,5,5,5,5,6
"1393",4,2,6,6,4,2,5,6,6,5,5,5,5,6
"1394",2,6,4,6,4,2,5,6,6,5,5,5,5,6
"1395",4,6,2,6,4,2,5,6,6,5,5,5,5,6
"1396",6,4,2,6,4,2,5,6,6,5,5,5,5,6
"1397",2,2,2,2,2,3,1,27,1,1,1,1,6,6
"1398",2,2,1,2,2,3,1,27,1,1,1,1,6,6
"1399",2,2,3,2,2,3,1,27,1,1,1,1,6,6
"1400",1,1,1,4,3,2,6,5,5,6,5,5,7,6
"1401",2,2,2,4,3,2,6,5,5,6,5,5,7,6
"1402",3,3,3,4,3,2,6,5,5,6,5,5,7,6
"1403",4,4,4,4,3,2,6,5,5,6,5,5,7,6
"1404",2,3,4,4,3,2,6,5,5,6,5,5,7,6
"1405",2,4,3,4,3,2,6,5,5,6,5,5,7,6
"1406",3,2,4,4,3,2,6,5,5,6,5,5,7,6
"1407",4,3,2,4,3,2,6,5,5,6,5,5,7,6
"1408",5,5,5,5,5,1,1,1,1,1,27,1,8,6
"1409",5,5,1,5,5,1,1,1,1,1,27,1,8,6
"1410",2,2,2,2,2,2,1,27,1,1,1,1,9,6
"1411",1,1,1,4,1,2,6,5,5,5,5,6,10,6
"1412",2,2,2,4,1,2,6,5,5,5,5,6,10,6
"1413",3,3,3,4,1,2,6,5,5,5,5,6,10,6
"1414",4,4,4,4,1,2,6,5,5,5,5,6,10,6
"1415",1,2,4,4,1,2,6,5,5,5,5,6,10,6
"1416",2,4,1,4,1,2,6,5,5,5,5,6,10,6
"1417",4,1,2,4,1,2,6,5,5,5,5,6,10,6
"1418",1,1,1,1,1,4,6,6,5,5,5,5,11,6
"1419",1,1,2,1,1,4,6,6,5,5,5,5,11,6
"1420",1,1,3,1,1,4,6,6,5,5,5,5,11,6
"1421",1,1,4,1,1,4,6,6,5,5,5,5,11,6
"1422",1,1,1,6,1,5,5,5,5,6,6,5,12,6
"1423",2,2,2,6,1,5,5,5,5,6,6,5,12,6
"1424",3,3,3,6,1,5,5,5,5,6,6,5,12,6
"1425",4,4,4,6,1,5,5,5,5,6,6,5,12,6
"1426",5,5,5,6,1,5,5,5,5,6,6,5,12,6
"1427",1,5,6,6,1,5,5,5,5,6,6,5,12,6
"1428",6,1,5,6,1,5,5,5,5,6,6,5,12,6
"1429",3,3,3,3,3,3,1,1,21,4,4,1,13,6
"1430",5,5,5,3,5,5,1,1,1,1,27,1,14,6
"1431",5,5,1,3,5,5,1,1,1,1,27,1,14,6
"1432",5,2,5,3,5,5,1,1,1,1,27,1,14,6
"1433",3,5,5,3,5,5,1,1,1,1,27,1,14,6
"1434",4,4,4,5,3,4,1,1,4,21,4,1,15,6
"1435",3,3,3,5,3,4,1,1,4,21,4,1,15,6
"1436",5,5,5,5,3,4,1,1,4,21,4,1,15,6
"1437",4,3,5,5,3,4,1,1,4,21,4,1,15,6
"1438",5,3,4,5,3,4,1,1,4,21,4,1,15,6
"1439",1,1,1,3,5,6,5,5,5,5,6,6,16,6
"1440",2,2,2,3,5,6,5,5,5,5,6,6,16,6
"1441",3,3,3,3,5,6,5,5,5,5,6,6,16,6
"1442",4,4,4,3,5,6,5,5,5,5,6,6,16,6
"1443",5,5,5,3,5,6,5,5,5,5,6,6,16,6
"1444",3,5,6,3,5,6,5,5,5,5,6,6,16,6
"1445",5,5,5,5,5,5,4,4,1,1,21,1,17,6
"1446",2,2,2,6,2,2,1,15,5,5,1,5,18,6
"1447",2,2,3,6,2,2,1,15,5,5,1,5,18,6
"1448",2,4,2,6,2,2,1,15,5,5,1,5,18,6
"1449",6,2,2,6,2,2,1,15,5,5,1,5,18,6
"1450",3,3,3,3,6,3,1,4,21,1,1,4,19,6
"1451",3,3,2,3,6,3,1,4,21,1,1,4,19,6
"1452",3,6,3,3,6,3,1,4,21,1,1,4,19,6
"1453",1,1,1,6,4,3,6,5,5,5,5,6,20,6
"1454",2,2,2,6,4,3,6,5,5,5,5,6,20,6
"1455",3,3,3,6,4,3,6,5,5,5,5,6,20,6
"1456",4,4,4,6,4,3,6,5,5,5,5,6,20,6
"1457",5,5,4,6,4,3,6,5,5,5,5,6,20,6
"1458",4,3,5,6,4,3,6,5,5,5,5,6,20,6
"1459",3,4,6,6,4,3,6,5,5,5,5,6,20,6
"1460",3,6,4,6,4,3,6,5,5,5,5,6,20,6
"1461",6,4,3,6,4,3,6,5,5,5,5,6,20,6
"1462",1,1,1,1,1,1,27,1,1,1,1,1,21,6
"1463",1,1,1,3,6,3,5,5,5,5,6,6,22,6
"1464",2,2,2,3,6,3,5,5,5,5,6,6,22,6
"1465",3,3,3,3,6,3,5,5,5,5,6,6,22,6
"1466",3,3,4,3,6,3,5,5,5,5,6,6,22,6
"1467",3,5,3,3,6,3,5,5,5,5,6,6,22,6
"1468",3,6,3,3,6,3,5,5,5,5,6,6,22,6
"1469",1,1,1,2,3,1,5,5,6,5,5,6,23,6
"1470",2,2,2,2,3,1,5,5,6,5,5,6,23,6
"1471",3,3,3,2,3,1,5,5,6,5,5,6,23,6
"1472",1,2,3,2,3,1,5,5,6,5,5,6,23,6
"1473",2,3,1,2,3,1,5,5,6,5,5,6,23,6
"1474",3,3,3,3,3,3,4,1,21,1,4,1,24,6
"1475",2,2,2,2,2,6,4,21,1,1,1,4,25,6
"1476",2,2,1,2,2,6,4,21,1,1,1,4,25,6
"1477",2,2,6,2,2,6,4,21,1,1,1,4,25,6
"1478",5,5,5,5,5,5,1,1,1,1,27,1,26,6
"1479",5,5,5,5,5,5,4,1,1,1,21,4,27,6
"1480",6,6,6,2,5,2,1,5,5,5,1,15,28,6
"1481",2,2,2,2,5,2,1,5,5,5,1,15,28,6
"1482",2,2,3,2,5,2,1,5,5,5,1,15,28,6
"1483",2,4,2,2,5,2,1,5,5,5,1,15,28,6
"1484",2,1,2,2,5,2,1,5,5,5,1,15,28,6
"1485",2,5,2,2,5,2,1,5,5,5,1,15,28,6
"1486",6,6,6,6,5,6,1,1,1,1,1,27,29,6
"1487",6,6,1,6,5,6,1,1,1,1,1,27,29,6
"1488",6,2,6,6,5,6,1,1,1,1,1,27,29,6
"1489",6,3,6,6,5,6,1,1,1,1,1,27,29,6
"1490",6,4,6,6,5,6,1,1,1,1,1,27,29,6
"1491",6,5,6,6,5,6,1,1,1,1,1,27,29,6
"1492",1,1,1,4,4,1,5,5,5,5,6,6,30,6
"1493",2,2,2,4,4,1,5,5,5,5,6,6,30,6
"1494",3,3,3,4,4,1,5,5,5,5,6,6,30,6
"1495",4,4,4,4,4,1,5,5,5,5,6,6,30,6
"1496",1,4,4,4,4,1,5,5,5,5,6,6,30,6
"1497",4,1,4,4,4,1,5,5,5,5,6,6,30,6
"1498",4,4,1,4,4,1,5,5,5,5,6,6,30,6
"1499",5,5,5,5,5,5,1,1,1,1,27,1,31,6
"1500",1,1,1,1,1,2,6,6,5,5,5,5,32,6
"1501",1,1,2,1,1,2,6,6,5,5,5,5,32,6
"1502",4,4,4,4,4,5,1,5,1,15,5,5,33,6
"1503",4,4,2,4,4,5,1,5,1,15,5,5,33,6
"1504",4,4,5,4,4,5,1,5,1,15,5,5,33,6
"1505",4,4,4,4,4,4,1,1,1,27,1,1,34,6
"1506",1,1,1,6,6,4,6,6,5,5,5,5,35,6
"1507",2,2,2,6,6,4,6,6,5,5,5,5,35,6
"1508",3,3,3,6,6,4,6,6,5,5,5,5,35,6
"1509",4,4,4,6,6,4,6,6,5,5,5,5,35,6
"1510",5,5,5,6,6,4,6,6,5,5,5,5,35,6
"1511",4,6,6,6,6,4,6,6,5,5,5,5,35,6
"1512",6,4,6,6,6,4,6,6,5,5,5,5,35,6
"1513",6,6,4,6,6,4,6,6,5,5,5,5,35,6
"1514",4,4,4,4,4,4,1,1,1,27,1,1,36,6
"1515",1,1,1,1,5,3,5,6,5,5,5,6,37,6
"1516",2,2,2,1,5,3,5,6,5,5,5,6,37,6
"1517",3,3,3,1,5,3,5,6,5,5,5,6,37,6
"1518",4,4,4,1,5,3,5,6,5,5,5,6,37,6
"1519",5,5,5,1,5,3,5,6,5,5,5,6,37,6
"1520",1,3,5,1,5,3,5,6,5,5,5,6,37,6
"1521",1,5,3,1,5,3,5,6,5,5,5,6,37,6
"1522",2,2,2,2,2,3,1,21,4,1,1,4,38,6
"1523",2,2,3,2,2,3,1,21,4,1,1,4,38,6
"1524",1,1,1,3,3,5,5,5,6,5,5,6,39,6
"1525",2,2,2,3,3,5,5,5,6,5,5,6,39,6
"1526",3,3,3,3,3,5,5,5,6,5,5,6,39,6
"1527",3,3,4,3,3,5,5,5,6,5,5,6,39,6
"1528",3,3,5,3,3,5,5,5,6,5,5,6,39,6
"1529",4,4,4,6,3,1,1,5,5,15,1,5,40,6
"1530",2,2,2,6,3,1,1,5,5,15,1,5,40,6
"1531",3,3,3,6,3,1,1,5,5,15,1,5,40,6
"1532",6,6,6,6,3,1,1,5,5,15,1,5,40,6
"1533",1,1,1,6,3,1,1,5,5,15,1,5,40,6
"1534",1,3,6,6,3,1,1,5,5,15,1,5,40,6
"1535",1,6,3,6,3,1,1,5,5,15,1,5,40,6
"1536",3,1,6,6,3,1,1,5,5,15,1,5,40,6
"1537",6,3,1,6,3,1,1,5,5,15,1,5,40,6
"1538",5,5,5,5,5,5,1,1,1,1,27,1,41,6
"1165",5,5,5,5,5,4,1,1,1,1,27,1,1,7
"1166",5,5,1,5,5,4,1,1,1,1,27,1,1,7
"1167",5,5,2,5,5,4,1,1,1,1,27,1,1,7
"1168",5,5,3,5,5,4,1,1,1,1,27,1,1,7
"1169",5,5,4,5,5,4,1,1,1,1,27,1,1,7
"1170",6,6,6,6,5,2,5,5,1,1,5,15,2,7
"1171",6,1,1,6,5,2,5,5,1,1,5,15,2,7
"1172",6,2,2,6,5,2,5,5,1,1,5,15,2,7
"1173",6,2,5,6,5,2,5,5,1,1,5,15,2,7
"1174",6,5,2,6,5,2,5,5,1,1,5,15,2,7
"1175",4,4,4,1,4,4,1,1,1,27,1,1,3,7
"1176",4,4,1,1,4,4,1,1,1,27,1,1,3,7
"1177",4,1,4,1,4,4,1,1,1,27,1,1,3,7
"1178",1,4,4,1,4,4,1,1,1,27,1,1,3,7
"1179",6,6,6,6,1,6,1,1,1,1,1,27,4,7
"1180",6,6,1,6,1,6,1,1,1,1,1,27,4,7
"1181",1,6,6,6,1,6,1,1,1,1,1,27,4,7
"1182",6,1,6,6,1,6,1,1,1,1,1,27,4,7
"1183",6,6,6,6,4,1,1,1,1,4,4,21,5,7
"1184",6,4,4,6,4,1,1,1,1,4,4,21,5,7
"1185",6,4,5,6,4,1,1,1,1,4,4,21,5,7
"1186",6,4,1,6,4,1,1,1,1,4,4,21,5,7
"1187",5,5,5,6,6,5,5,1,5,1,15,5,6,7
"1188",5,1,1,6,6,5,5,1,5,1,15,5,6,7
"1189",3,5,3,6,6,5,5,1,5,1,15,5,6,7
"1190",6,6,5,6,6,5,5,1,5,1,15,5,6,7
"1191",6,6,6,6,6,6,1,1,1,1,1,27,7,7
"1192",3,3,3,2,3,3,4,4,21,1,1,1,8,7
"1193",3,1,3,2,3,3,4,4,21,1,1,1,8,7
"1194",3,3,2,2,3,3,4,4,21,1,1,1,8,7
"1195",2,3,3,2,3,3,4,4,21,1,1,1,8,7
"1196",2,2,2,2,1,6,6,6,5,5,5,5,9,7
"1197",2,1,1,2,1,6,6,6,5,5,5,5,9,7
"1198",2,1,4,2,1,6,6,6,5,5,5,5,9,7
"1199",2,1,6,2,1,6,6,6,5,5,5,5,9,7
"1200",5,5,5,5,5,5,1,5,1,5,15,5,10,7
"1201",4,4,4,2,4,4,5,1,1,15,5,5,11,7
"1202",4,4,1,2,4,4,5,1,1,15,5,5,11,7
"1203",4,5,4,2,4,4,5,1,1,15,5,5,11,7
"1204",6,4,4,2,4,4,5,1,1,15,5,5,11,7
"1205",2,4,4,2,4,4,5,1,1,15,5,5,11,7
"1206",1,1,1,1,4,2,15,1,5,5,1,5,12,7
"1207",1,3,3,1,4,2,15,1,5,5,1,5,12,7
"1208",1,4,4,1,4,2,15,1,5,5,1,5,12,7
"1209",1,4,6,1,4,2,15,1,5,5,1,5,12,7
"1210",1,4,2,1,4,2,15,1,5,5,1,5,12,7
"1211",4,4,4,4,4,4,1,4,4,21,1,1,13,7
"1212",3,3,3,4,3,3,1,1,21,4,1,4,14,7
"1213",3,3,4,4,3,3,1,1,21,4,1,4,14,7
"1214",3,4,3,4,3,3,1,1,21,4,1,4,14,7
"1215",4,3,3,4,3,3,1,1,21,4,1,4,14,7
"1216",5,5,5,6,6,2,5,1,5,1,15,5,15,7
"1217",1,1,1,6,6,2,5,1,5,1,15,5,15,7
"1218",3,3,3,6,6,2,5,1,5,1,15,5,15,7
"1219",6,6,6,6,6,2,5,1,5,1,15,5,15,7
"1220",6,6,2,6,6,2,5,1,5,1,15,5,15,7
"1221",3,3,3,3,6,3,1,5,15,1,5,5,16,7
"1222",3,3,2,3,6,3,1,5,15,1,5,5,16,7
"1223",3,6,3,3,6,3,1,5,15,1,5,5,16,7
"1224",3,3,3,5,1,5,5,1,15,5,5,1,17,7
"1225",1,1,1,5,1,5,5,1,15,5,5,1,17,7
"1226",1,4,4,5,1,5,5,1,15,5,5,1,17,7
"1227",5,1,5,5,1,5,5,1,15,5,5,1,17,7
"1228",1,1,1,4,1,6,6,5,5,5,5,6,18,7
"1229",1,6,6,4,1,6,6,5,5,5,5,6,18,7
"1230",1,2,6,4,1,6,6,5,5,5,5,6,18,7
"1231",3,1,6,4,1,6,6,5,5,5,5,6,18,7
"1232",4,1,6,4,1,6,6,5,5,5,5,6,18,7
"1233",2,2,2,3,5,2,1,15,5,5,5,1,19,7
"1234",2,4,4,3,5,2,1,15,5,5,5,1,19,7
"1235",5,2,5,3,5,2,1,15,5,5,5,1,19,7
"1236",1,5,2,3,5,2,1,15,5,5,5,1,19,7
"1237",6,5,2,3,5,2,1,15,5,5,5,1,19,7
"1238",3,5,2,3,5,2,1,15,5,5,5,1,19,7
"1239",1,1,1,3,6,6,15,5,1,5,1,5,20,7
"1240",2,2,2,3,6,6,15,5,1,5,1,5,20,7
"1241",4,4,4,3,6,6,15,5,1,5,1,5,20,7
"1242",6,6,6,3,6,6,15,5,1,5,1,5,20,7
"1243",6,6,3,3,6,6,15,5,1,5,1,5,20,7
"1244",6,3,6,3,6,6,15,5,1,5,1,5,20,7
"1245",3,6,6,3,6,6,15,5,1,5,1,5,20,7
"1246",1,1,1,1,4,4,6,5,5,5,6,5,21,7
"1247",1,2,2,1,4,4,6,5,5,5,6,5,21,7
"1248",1,3,3,1,4,4,6,5,5,5,6,5,21,7
"1249",1,4,4,1,4,4,6,5,5,5,6,5,21,7
"1250",3,3,3,1,3,3,4,4,21,1,1,1,22,7
"1251",3,3,1,1,3,3,4,4,21,1,1,1,22,7
"1252",3,1,3,1,3,3,4,4,21,1,1,1,22,7
"1253",1,3,3,1,3,3,4,4,21,1,1,1,22,7
"1254",5,5,5,6,4,6,1,1,5,5,15,5,23,7
"1255",4,4,4,6,4,6,1,1,5,5,15,5,23,7
"1256",4,3,3,6,4,6,1,1,5,5,15,5,23,7
"1257",6,4,6,6,4,6,1,1,5,5,15,5,23,7
"1258",4,4,4,4,4,4,1,1,1,27,1,1,24,7
"1259",1,1,1,1,2,3,6,5,6,5,5,5,25,7
"1260",1,3,3,1,2,3,6,5,6,5,5,5,25,7
"1261",1,3,4,1,2,3,6,5,6,5,5,5,25,7
"1262",1,2,4,1,2,3,6,5,6,5,5,5,25,7
"1263",1,6,4,1,2,3,6,5,6,5,5,5,25,7
"1264",1,5,3,1,2,3,6,5,6,5,5,5,25,7
"1265",1,2,3,1,2,3,6,5,6,5,5,5,25,7
"852",1,2,5,4,6,4,4,1,4,21,1,1,1,8
"853",3,6,5,4,6,4,4,1,4,21,1,1,1,8
"854",3,1,5,4,6,4,4,1,4,21,1,1,1,8
"855",4,6,3,4,6,4,4,1,4,21,1,1,1,8
"856",4,6,1,4,6,4,4,1,4,21,1,1,1,8
"857",4,6,2,4,6,4,4,1,4,21,1,1,1,8
"858",4,6,4,4,6,4,4,1,4,21,1,1,1,8
"859",1,2,3,5,1,5,5,5,5,1,15,1,2,8
"860",1,2,4,5,1,5,5,5,5,1,15,1,2,8
"861",1,4,4,5,1,5,5,5,5,1,15,1,2,8
"862",5,1,6,5,1,5,5,5,5,1,15,1,2,8
"863",5,1,2,5,1,5,5,5,5,1,15,1,2,8
"864",5,1,5,5,1,5,5,5,5,1,15,1,2,8
"865",1,6,3,2,2,2,1,15,5,5,1,5,3,8
"866",2,4,5,2,2,2,1,15,5,5,1,5,3,8
"867",2,3,1,2,2,2,1,15,5,5,1,5,3,8
"868",2,4,2,2,2,2,1,15,5,5,1,5,3,8
"869",2,2,2,2,2,2,1,15,5,5,1,5,3,8
"870",1,1,1,1,1,1,21,1,1,1,4,4,4,8
"871",1,1,1,1,1,1,5,5,5,6,5,6,5,8
"872",1,1,1,6,6,5,1,1,5,5,5,15,6,8
"873",2,3,4,6,6,5,1,1,5,5,5,15,6,8
"874",5,2,3,6,6,5,1,1,5,5,5,15,6,8
"875",4,5,4,6,6,5,1,1,5,5,5,15,6,8
"876",2,1,5,6,6,5,1,1,5,5,5,15,6,8
"877",6,6,5,6,6,5,1,1,5,5,5,15,6,8
"878",2,2,2,4,2,4,5,5,1,15,5,1,7,8
"879",2,4,3,4,2,4,5,5,1,15,5,1,7,8
"880",4,2,4,4,2,4,5,5,1,15,5,1,7,8
"881",3,3,3,3,3,3,1,1,27,1,1,1,8,8
"882",5,5,5,5,5,5,1,1,1,1,27,1,9,8
"883",5,5,6,5,1,5,5,5,1,1,15,5,10,8
"884",5,1,5,5,1,5,5,5,1,1,15,5,10,8
